,,Exchange WBR - CPU,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,#,Metrics,WoW,Wk-12,Wk-11,Wk-10,Wk-09,Wk-08,Wk-07,,MoM,Mar'26,Feb'26,Jan'26,Dec'25,,QoQ,Q1'26,Q4'25,Q3'25,Q2'25,,YTD'26,PYTD'25
,,,,,,,,,,,,,,,,,,,,,,,,
,,CPU (Mobiles),,,,,,,,,,,,,,,,,,,,,,
,1.0,Contacts per unit (CPU),-64,0.23297646235583025,0.2393384275781078,0.23837514475538646,0.19993503922297645,0.21645787607586614,0.2251003576433308,,63,0.23730013020960078,0.23098146782635615,0.2243235898429556,0.11885043217710811,,588,0.22985559759314883,0.1710848839117877,0.13699532498347633,0.1337400198627116,,0.22985559759314883,0.13209895643089553
,2.0,Pre-PDD CPU,-23,0.02955199418310672,0.03182940137862422,0.03209354025666562,0.0230598804795321,0.021967058558759044,0.02335849119236409,,78,0.031186067149635018,0.023400515325505803,0.027106142789964337,0.01333556765392941,,39,0.02702334361308482,0.023078405962908607,0.02025206571675184,0.015279844087026708,,0.02702334361308482,0.01705495986641124
,3.0,Reason 1 -check order status tracking,-5,0.008820993570010295,0.009278126715530388,0.01020458202929973,0.007014934656775134,0.0066639252649236605,0.008168515564321605,,24,0.009417509259211171,0.007056451530680993,0.009334528321196127,0.004162559804503711,,14,0.008835937755107177,0.007441054603021905,0.006886678227562953,0.00546401841499601,,0.008835937755107177,0.005870510015375387
,4.0,Reason 2 -request for early delivery,-9,0.003237706370055782,0.0040884903704409776,0.004065780132037831,0.0024897189198162346,0.002294530701139066,0.002863177631258161,,12,0.0037879756814078484,0.0025433112572893885,0.0033377880032061215,0.001251085596919484,,8,0.0032408187400125546,0.0024100557110851794,0.001826880217362682,0.001812540562898636,,0.0032408187400125546,0.0018021065563888583
,5.0,Reason 3 -reschedule delivery,-,,0.0017897017738622216,0.0016409079402496581,,,0.001511642530713764,,-4,0.001631309193829482,0.00201460955247414,0.0019377829440320872,0.0007690693058256764,,8,0.0018976153536080455,0.0010854326061510756,0.0011157981471398533,0.0009054080151550282,,0.0018976153536080455,0.00101967316356773
,6.0,PDD - CPU,-52,0.09122400204030996,0.09640059931823576,0.1028010424936407,0.09209634118412505,0.08729982892061938,0.09235886399375763,,33,0.09664773500377258,0.0933649797908762,0.08884358818220398,0.04149269550847074,,391,0.0913638299833143,0.05230288054502263,0.04830823825670328,0.05169602184309402,,0.0913638299833143,0.05317093369750707
,7.0,Reason 1 -check order status tracking,-2,0.028951505795279754,0.02913899651821063,0.03437732882276509,0.03129656547519117,0.028555654248743016,0.030674822557202087,,-9,0.03073801977121517,0.031613924251665274,0.029467237383532602,0.012728079265107408,,135,0.03020381827612413,0.01672781944643622,0.01774794736435745,0.019469077735178374,,0.03020381827612413,0.018968018587379218
,8.0,Reason 2 -invalid scan   delivery attempted  customer reject,-8,0.017679876139652446,0.0185262042190494,0.01910448855655181,0.017232543724747848,0.014613795071840522,0.014355571204286871,,28,0.018418540777184113,0.015612883026367142,0.014048123735702283,0.0065288006724274796,,75,0.015228820597944214,0.007698758669592725,0.006309361251834175,0.005824572477477007,,0.015228820597944214,0.005461556992067089
,9.0,Reason 3 -request for early delivery,-15,0.005329882253552083,0.006855944756211216,0.008059363353518086,0.005807172604058029,0.006947787177127151,0.0067941243486624205,,3,0.006710915860107205,0.006427677799572574,0.006750550881879142,0.002698490281888332,,31,0.006670058589100344,0.003533289464724925,0.0027918629313855503,0.0034701819956787557,,0.006670058589100344,0.0035943862337460704
,10.0,Post-PDD CPU,11,0.11220046613241355,0.11110842688124789,0.10348056200508017,0.08477881755931922,0.1071909885964877,0.10938300245720908,,-47,0.10946632805619305,0.11421597270997418,0.10837385887078747,0.06402216901470797,,158,0.11146842399674967,0.09570359740385631,0.06843502101002111,0.06676415393259091,,0.11146842399674967,0.06187306286697716
,11.0,Reason 1 -check order status tracking,-17,0.023219270177246825,0.024887120791907972,0.025850317539938796,0.020102431492622804,0.02405821589265669,0.022151995269806088,,-10,0.024722148804717986,0.025680879754942328,0.02666521611069586,0.011866065659923077,,77,0.026390775036662487,0.018698890528543913,0.01748033219030129,0.016629887320620373,,0.026390775036662487,0.015127835795591762
,12.0,Reason 2 -check refund status,0,0.012963985340381706,0.01291950895361086,0.014177954560380613,0.008415153421419904,0.014613036989240392,0.013685826107400857,,-8,0.01335057754049046,0.014197662936074842,0.010840719713777237,0.008118709058326526,,-6,0.012160371198016506,0.012748619530652027,0.007395615684860796,0.008075058104398947,,0.012160371198016506,0.009777684160632124
,13.0,Reason 3 -late shipment,25,0.020498539994674925,0.018032463736831986,0.0208985587538898,0.0126899100349708,0.01488802084784498,0.016439176003057637,,32,0.01982206263634248,0.016573319036491698,0.015163618426284017,0.007695129366646298,,57,0.016483636158257743,0.010784495620109476,0.01074055209159098,0.010579765362988883,,0.016483636158257743,0.00928997939511592
,14.0,Generalist,,,,,,,,,,,,,,,,,,,,,,
,15.0,Contacts per unit (CPU),-175,0.24431342912992854,0.2618185010492761,0.2809182021749901,0.22805306204769887,0.24923907336999124,0.2597866102898258,,13,0.2616609486416009,0.26037843802976296,0.251458397777678,0.1314649721384104,,594,0.2574034039417905,0.19797748922356206,0.14279589412988436,0.1376900605749643,,0.2574034039417905,0.13817813306867155
,16.0,Pre-PDD CPU,10,0.03174499911533988,0.030771909408151114,0.03631621982121799,0.024894769543668264,0.02532885289033835,0.02405411225833491,,72,0.03285314294891949,0.02562316006051542,0.030407009842581614,0.014916956845892865,,40,0.02977348235391007,0.02572623808020004,0.021346781303789024,0.016102803184049556,,0.02977348235391007,0.018179324317510927
,17.0,Reason 1 -check order status tracking,-6,0.00910105511272564,0.009728263215095819,0.011551577607566435,0.0072458576420667276,0.007577525633098602,0.008913402076004013,,24,0.010063966853530698,0.00766625257932331,0.010465862876147121,0.004808094517127832,,16,0.009745303455412335,0.008128088673422091,0.007094141109811778,0.005793096427887511,,0.009745303455412335,0.006189104475940557
,18.0,Reason 2 -request for early delivery,-12,0.0035575975875486916,0.00473718533816985,0.0037887770619227388,0.002409379593421527,0.0017919746327591762,0.002762721136727335,,14,0.004022431227700416,0.0026503120409579646,0.0033749142966809417,0.0010886946690448636,,8,0.003333551302947275,0.002496075218685905,0.0018676718855468095,0.0018632036256024385,,0.003333551302947275,0.0018987304498373873
,19.0,Reason 3 -check refund status,16,0.002969338108417615,0.001392393045728326,0.0020681334010475955,0.0015173810717010728,0.002944888553355203,0.002177405229570548,,2,0.002166958365072896,0.001967997451622853,0.0013760009341101762,0.001349626018751304,,4,0.0016692282423547663,0.00130737777825215,0.0010507616986696236,0.0007553104475029823,,0.0016692282423547663,0.0007670801588270072
,20.0,PDD - CPU,-96,0.09218407936023743,0.10181631341598804,0.10853219070111622,0.10035635519928286,0.09465132877516089,0.10373940901571863,,-8,0.10042235420097143,0.10120526875201372,0.09423246867017632,0.043821548710855945,,407,0.09708430900606102,0.0563835909474428,0.04675299249532447,0.05035436678199434,,0.09708430900606102,0.05185492817640955
,21.0,Reason 1 -check order status tracking,-16,0.028529545680391632,0.030149704064591488,0.036657189910338964,0.032974473443318525,0.030902875790852682,0.03313542452254194,,-13,0.031566502903714606,0.0328940459037303,0.030049708811820112,0.013576926226693112,,130,0.0310147228753675,0.017984566665899638,0.01676519353969829,0.018566657063137926,,0.0310147228753675,0.018084580154029348
,22.0,Reason 2 -invalid scan   delivery attempted  customer reject,-,0.02034864678767644,,0.02293014946010115,0.02199176923262973,0.018102726398152975,0.0180693964421132,,22,0.02149874437074594,0.019286727241410756,0.017470218915793877,0.008272268621141398,,91,0.018681380196958735,0.00958336164689112,0.00721925184045211,0.006497221791450477,,0.018681380196958735,0.006062500240795214
,23.0,Reason 3 -request for early delivery,-20,0.005203252459387341,0.007181684546592822,0.007617710785482966,0.0064702141505923105,0.007720730240566671,0.00740060235150643,,-5,0.00660497329113439,0.007114625727069666,0.0071859747492264165,0.0026388693476023803,,34,0.007056611138484199,0.003643943271937142,0.0024656966341838,0.0032094010446666386,,0.007056611138484199,0.0032790404197536047
,24.0,Post-PDD CPU,-88,0.12038435065435124,0.12923027822513697,0.13606979165265587,0.10280193730474775,0.129258891704492,0.13199308901577225,,-52,0.12838545149170996,0.1335500092172338,0.12681891926492006,0.0727264665816616,,147,0.13054561258181943,0.11586766019591924,0.07469612033077086,0.07123289060892041,,0.13054561258181943,0.06814388057475107
,25.0,Reason 1 -check order status tracking,-25,0.026217488873365804,0.02872137955964719,0.03455980996364488,0.023661193976784813,0.02818890593444136,0.026117338816751268,,1,0.029679358672378663,0.0296213644031025,0.030771366062594667,0.014648401357688232,,73,0.030666111072231165,0.02338535461249695,0.018022337695080895,0.01700400002463036,,0.030666111072231165,0.015518021997994576
,26.0,Reason 2 -invalid scan   delivery attempted  customer reject,17,0.024692992779552263,0.02301592905486004,0.02875749688122259,0.027945266331269633,0.024635108531647958,0.022456443539376363,,2,0.025402432110639514,0.025155452247365505,0.021771548846826114,0.010508716156526075,,95,0.023348673537594743,0.01383102585834438,0.007782352864858179,0.007144611739892816,,0.023348673537594743,0.006455608641886846
,27.0,Reason 3 -late shipment,9,0.023140856712727646,0.022217472214553467,0.02469972297245303,0.014452269026883145,0.017812556062759912,0.01825765173558487,,44,0.023336000974005993,0.018924540478858724,0.01761712195338016,0.00898499125667077,,62,0.01918355372715585,0.01301939767660043,0.010630002398389791,0.010648687795487286,,0.01918355372715585,0.009133981465175668
,28.0,Specialist,,,,,,,,,,,,,,,,,,,,,,
,29.0,Contacts per unit (CPU),192,0.19087860588290634,0.17171820041675906,0.12190671973553936,0.11435166093759618,0.1217690706949975,0.13189834146122142,,134,0.16113808010647762,0.14774763691253123,0.1565349542003633,0.08845287491359091,,425,0.15611956580603106,0.1136415970837377,0.12238665030536246,0.12156311755497233,,0.15611956580603106,0.11276209658765307
,30.0,Pre-PDD CPU,-136,0.021408651371827347,0.03501034504219395,0.02053327947436731,0.01747499259937861,0.012256483123173324,0.021489356278657,,89,0.02597409486285729,0.017107375768087938,0.01885986094883945,0.009524856469369224,,22,0.019662165193066183,0.017422569422612534,0.017495035592218364,0.0127428847851572,,0.019662165193066183,0.01347854169350677
